cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss,cellID,clusters,embedding1,embedding2
418,Myo1b,0.08250573,0.22176754,0.110923246,0.22105585,0.1120815,0.66960776,0.2555372,0.1302785724401474,cell_9802,Haematoendothelial progenitors,-1.1891663,12.302238
419,Myo1b,0.08312008,0.22613975,0.11120548,0.22503465,0.11183297,0.6696596,0.25591418,0.1302785724401474,cell_9815,Haematoendothelial progenitors,-1.9978442,13.274409
420,Myo1b,0.0,0.012063242,0.068435796,0.010600713,0.13687159,0.6241547,0.24247693,0.1302785724401474,cell_9820,Blood progenitors 2,2.085461,14.767476
421,Myo1b,0.007586093,0.13666445,0.06836998,0.12199854,0.12642044,0.6396792,0.2501344,0.1302785724401474,cell_9821,Blood progenitors 1,0.40410608,13.3620825
422,Myo1b,0.04836742,0.16248137,0.09275247,0.15792587,0.12043837,0.6547438,0.250978,0.1302785724401474,cell_9837,Haematoendothelial progenitors,-0.5484664,12.579107
423,Myo1b,0.051567324,0.1896249,0.09357098,0.18256287,0.117918,0.6576003,0.25331455,0.1302785724401474,cell_9844,Haematoendothelial progenitors,-1.865343,10.514242
424,Myo1b,0.0,0.06423792,0.06652115,0.056373157,0.1330423,0.63037074,0.24486363,0.1302785724401474,cell_9855,Blood progenitors 2,2.0662503,14.709644
425,Myo1b,0.05123292,0.13414378,0.09563738,0.1342101,0.12228396,0.6533893,0.2485574,0.1302785724401474,cell_9859,Haematoendothelial progenitors,-0.40645948,12.93421
426,Myo1b,0.03528597,0.18151656,0.083999634,0.16997509,0.12037982,0.650471,0.25361565,0.1302785724401474,cell_9864,Haematoendothelial progenitors,0.04604778,12.898412
427,Myo1b,0.032125,0.13516854,0.08384468,0.12872522,0.12423238,0.6472539,0.24916804,0.1302785724401474,cell_9870,Haematoendothelial progenitors,-1.915501,10.875245
428,Myo1b,0.0097202975,0.01191638,0.07453145,0.01352218,0.13572118,0.6274358,0.24229373,0.1302785724401474,cell_9871,Blood progenitors 2,3.568793,14.80115
429,Myo1b,0.0,0.041968808,0.06737972,0.03685404,0.13475944,0.62765026,0.24374135,0.1302785724401474,cell_9890,Blood progenitors 2,3.7651818,15.342314
430,Myo1b,0.0,0.016745798,0.06827777,0.014713833,0.13655554,0.62469083,0.24268359,0.1302785724401474,cell_9896,Blood progenitors 2,4.710554,15.185155
431,Myo1b,0.026298417,0.067850076,0.08291415,0.067941196,0.13002615,0.63861924,0.24484037,0.1302785724401474,cell_9914,Blood progenitors 2,2.3444593,14.936089
432,Myo1b,0.0,0.038065784,0.06751581,0.03342977,0.13503163,0.6272197,0.24357885,0.1302785724401474,cell_9934,Blood progenitors 2,2.4498155,14.99616
433,Myo1b,0.019504711,0.120853,0.07668488,0.11209786,0.1268686,0.6412946,0.24838898,0.1302785724401474,cell_9972,Blood progenitors 1,0.6146276,13.64426
434,Myo1b,0.018482018,0.11827499,0.076101154,0.109518364,0.12708448,0.6409591,0.24823055,0.1302785724401474,cell_9990,Blood progenitors 1,1.2271233,13.827706
435,Myo1b,0.002283477,0.039205223,0.068930015,0.03514722,0.13472712,0.6280083,0.2435913,0.1302785724401474,cell_9998,Blood progenitors 2,1.6969873,14.47602
436,Myo1b,0.0,0.038540874,0.067505956,0.0338467,0.13501191,0.62724346,0.24359469,0.1302785724401474,cell_10019,Blood progenitors 2,2.9380445,14.848287
437,Myo1b,0.06544118,0.20356545,0.10141274,0.19935748,0.115315236,0.6627646,0.2544049,0.1302785724401474,cell_10022,Haematoendothelial progenitors,-1.1001705,12.822146
438,Myo1b,0.029062891,0.1314567,0.082160994,0.1244745,0.12495914,0.6455979,0.24895914,0.1302785724401474,cell_10034,Blood progenitors 1,0.98287433,13.756271
439,Myo1b,0.009042218,0.090785965,0.071204886,0.08247427,0.1300742,0.6357808,0.24642868,0.1302785724401474,cell_10038,Blood progenitors 2,1.7670356,14.392091
440,Myo1b,0.024040068,0.12942863,0.07902947,0.12105523,0.12546329,0.6441118,0.2490274,0.1302785724401474,cell_10048,Blood progenitors 1,0.11400671,13.721594
441,Myo1b,0.009895369,0.0111338915,0.07466272,0.0128896125,0.13574338,0.62743247,0.24225447,0.1302785724401474,cell_10049,Blood progenitors 2,4.544214,15.131883
442,Myo1b,0.0,0.050076168,0.06706866,0.04396365,0.13413732,0.62863654,0.24412888,0.1302785724401474,cell_10065,Blood progenitors 2,2.5256636,15.028645
443,Myo1b,0.008123426,0.036827225,0.07265909,0.034903478,0.13418746,0.62980014,0.24339679,0.1302785724401474,cell_10089,Blood progenitors 2,3.8342247,15.055131
444,Myo1b,0.009967554,0.04503666,0.07352418,0.042692564,0.13340469,0.6311925,0.24379319,0.1302785724401474,cell_10090,Blood progenitors 2,3.944455,15.678951
445,Myo1b,0.005848218,0.035228044,0.07130593,0.032779958,0.13459261,0.6287715,0.24336763,0.1302785724401474,cell_10093,Blood progenitors 2,2.708665,14.704696
446,Myo1b,0.0,0.043092214,0.06734443,0.03783961,0.13468885,0.62776136,0.24378435,0.1302785724401474,cell_10105,Blood progenitors 2,2.5255716,14.58328
447,Myo1b,0.030918479,0.12018431,0.08367752,0.11526024,0.12548012,0.6456341,0.24803706,0.1302785724401474,cell_10111,Blood progenitors 1,0.37919477,12.853754
448,Myo1b,0.023109103,0.1275413,0.078507654,0.119104,0.12567213,0.6436868,0.24893615,0.1302785724401474,cell_10143,Blood progenitors 1,0.7328735,13.954856
449,Myo1b,0.0872393,0.20176542,0.11475015,0.20540771,0.11342931,0.6695103,0.25337857,0.1302785724401474,cell_10154,Haematoendothelial progenitors,-1.1185309,12.447418
450,Myo1b,0.0,0.036088027,0.06758353,0.03169426,0.13516706,0.62699693,0.2435028,0.1302785724401474,cell_10155,Blood progenitors 2,1.9774119,14.552608
451,Myo1b,0.07281729,0.21091147,0.10566119,0.20825094,0.114124194,0.6651771,0.25488153,0.1302785724401474,cell_10165,Haematoendothelial progenitors,-1.9221206,11.9303055
452,Myo1b,0.0066296365,0.07204906,0.07043324,0.06531376,0.13180465,0.6331349,0.2452227,0.1302785724401474,cell_10167,Blood progenitors 2,2.4590316,15.118316
453,Myo1b,0.08975288,0.27970645,0.11293422,0.27329433,0.10684591,0.6738863,0.2620871,0.1302785724401474,cell_10189,Haematoendothelial progenitors,-1.7606648,11.792355
454,Myo1b,0.008296886,0.035470836,0.072818756,0.033767067,0.13426805,0.62966967,0.2433503,0.1302785724401474,cell_10192,Blood progenitors 2,3.9176514,15.015284
455,Myo1b,0.046620462,0.1356162,0.092763096,0.13393712,0.122678205,0.65192246,0.24887209,0.1302785724401474,cell_10202,Haematoendothelial progenitors,-0.15588689,13.076996
456,Myo1b,0.015329752,0.14530312,0.07309231,0.1320035,0.12536058,0.64159304,0.2507495,0.1302785724401474,cell_10230,Blood progenitors 1,0.3207288,13.2211075
457,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_10233,Blood progenitors 2,4.4705024,15.394087
458,Myo1b,0.016294034,0.09990023,0.07542463,0.0927736,0.1286705,0.6388419,0.24687195,0.1302785724401474,cell_10236,Blood progenitors 1,1.6714026,14.150609
459,Myo1b,0.011445305,0.020261927,0.07534825,0.021402337,0.13500309,0.6288348,0.24264154,0.1302785724401474,cell_10239,Blood progenitors 2,5.509936,14.3938875
460,Myo1b,0.013490809,0.038514797,0.07594911,0.03808834,0.13343938,0.63174725,0.24343103,0.1302785724401474,cell_10242,Blood progenitors 2,3.54607,14.939803
461,Myo1b,0.015528284,0.046112876,0.07697086,0.045409437,0.13271725,0.6331733,0.24372739,0.1302785724401474,cell_10245,Blood progenitors 2,3.1355438,15.176518
462,Myo1b,0.02032664,0.10828747,0.07758014,0.10140861,0.12753792,0.6410767,0.24738468,0.1302785724401474,cell_10259,Blood progenitors 1,1.3644246,13.692497
463,Myo1b,0.0070556845,0.03139741,0.072226025,0.02979749,0.13477606,0.6286253,0.24317986,0.1302785724401474,cell_10263,Blood progenitors 2,3.73175,15.609609
464,Myo1b,0.04094003,0.1461329,0.08883912,0.14120008,0.12244994,0.6509952,0.24989167,0.1302785724401474,cell_10277,Blood progenitors 1,1.1164958,13.370345
465,Myo1b,0.058415778,0.2533174,0.09512278,0.23960339,0.112066254,0.661675,0.26085958,0.1302785724401474,cell_10279,Haematoendothelial progenitors,-0.9301311,12.98917
466,Myo1b,0.009515012,0.04357905,0.07328417,0.04127001,0.1335417,0.63093776,0.24372856,0.1302785724401474,cell_10304,Blood progenitors 2,3.9948657,15.199938
467,Myo1b,0.0,0.0072005154,0.068597704,0.0063283015,0.13719541,0.6236073,0.24226426,0.1302785724401474,cell_10309,Blood progenitors 2,4.4449687,15.147402
468,Myo1b,0.00985724,0.024575856,0.07418978,0.024691518,0.13486446,0.628916,0.24284208,0.1302785724401474,cell_10324,Blood progenitors 2,4.4497285,14.504841
469,Myo1b,0.009677672,0.077844486,0.072154224,0.07136041,0.13109471,0.6346159,0.24548638,0.1302785724401474,cell_10326,Blood progenitors 1,1.275321,13.85311
470,Myo1b,0.0,0.007920748,0.06857347,0.0069611645,0.13714693,0.6236892,0.24229604,0.1302785724401474,cell_10327,Blood progenitors 2,5.276077,14.574837
471,Myo1b,0.06814736,0.25066942,0.101104125,0.24076703,0.1112508,0.6652828,0.25987235,0.1302785724401474,cell_10338,Haematoendothelial progenitors,-1.3807409,12.21044
472,Myo1b,0.02151072,0.11825171,0.078001335,0.11048531,0.12678961,0.6419301,0.24812478,0.1302785724401474,cell_10342,Blood progenitors 1,1.5371139,13.800938
473,Myo1b,0.05014635,0.13667724,0.09488702,0.13605261,0.12223607,0.653183,0.24879055,0.1302785724401474,cell_10351,Haematoendothelial progenitors,-0.15174167,13.024598
474,Myo1b,0.017987745,0.046496302,0.078512065,0.046531282,0.13245103,0.6338974,0.24372736,0.1302785724401474,cell_10379,Blood progenitors 2,3.4783287,15.058358
475,Myo1b,0.024467185,0.11200206,0.0800342,0.105999246,0.12685719,0.64262235,0.24757391,0.1302785724401474,cell_10384,Blood progenitors 1,1.3411623,13.738209
476,Myo1b,0.0062010884,0.015235725,0.07221848,0.015331201,0.13592046,0.6266126,0.24250427,0.1302785724401474,cell_10391,Blood progenitors 2,4.497565,14.384004
477,Myo1b,0.03141364,0.13759208,0.08332597,0.13059749,0.12415218,0.64709216,0.24940903,0.1302785724401474,cell_10401,Blood progenitors 1,0.1778669,13.053524
478,Myo1b,0.0042777555,0.0,0.07152659,0.0013351318,0.13716792,0.6242207,0.24188174,0.1302785724401474,cell_10409,Blood progenitors 2,5.7463703,14.832705
479,Myo1b,0.051811315,0.17173198,0.09451303,0.16711332,0.11940435,0.6562451,0.25177744,0.1302785724401474,cell_10423,Haematoendothelial progenitors,-1.344142,11.872581
480,Myo1b,0.009517907,0.037619825,0.07352408,0.03604059,0.13401097,0.63024604,0.24341153,0.1302785724401474,cell_10427,Blood progenitors 2,2.0057354,14.694771
481,Myo1b,0.00807693,0.072985366,0.071327366,0.06659416,0.13161835,0.6335914,0.245253,0.1302785724401474,cell_10451,Blood progenitors 2,1.9569213,14.498743
482,Myo1b,0.01101679,0.016699122,0.07520655,0.018135356,0.13530114,0.62828106,0.2424781,0.1302785724401474,cell_10467,Blood progenitors 2,2.039928,14.653838
483,Myo1b,0.046237875,0.1403835,0.09234091,0.13796398,0.12236111,0.6521718,0.24927483,0.1302785724401474,cell_10468,Blood progenitors 1,0.36360884,12.812422
484,Myo1b,0.009075873,0.04625353,0.07293263,0.04347757,0.1334404,0.6310017,0.24384752,0.1302785724401474,cell_10487,Blood progenitors 2,4.045626,14.900322
485,Myo1b,0.0,0.011067194,0.06846854,0.009725663,0.13693708,0.62404394,0.24243388,0.1302785724401474,cell_10493,Blood progenitors 2,3.1612048,14.581034
486,Myo1b,0.0,0.06755645,0.066409625,0.05928019,0.13281925,0.63071823,0.24501757,0.1302785724401474,cell_10502,Blood progenitors 2,2.5859408,14.992216
487,Myo1b,0.01804759,0.090184405,0.076865554,0.08484976,0.12916376,0.63874584,0.24613038,0.1302785724401474,cell_10518,Blood progenitors 1,1.416032,13.893999
488,Myo1b,0.0043063737,0.039448235,0.07015553,0.03599841,0.13440667,0.6289192,0.2435599,0.1302785724401474,cell_10524,Blood progenitors 2,4.2609076,14.770291
489,Myo1b,0.009989552,0.082969084,0.072233565,0.075946055,0.13083036,0.6348969,0.24573489,0.1302785724401474,cell_10531,Blood progenitors 2,4.308746,14.733511
490,Myo1b,0.008801309,0.06089303,0.07224483,0.056228284,0.1324529,0.632391,0.24461518,0.1302785724401474,cell_10540,Blood progenitors 2,2.690408,15.2342005
491,Myo1b,0.022903623,0.14151911,0.07784702,0.13120838,0.12465256,0.6446911,0.25005272,0.1302785724401474,cell_10541,Blood progenitors 1,1.5946442,14.17718
492,Myo1b,0.05279895,0.16249824,0.095494285,0.15942596,0.12002171,0.6559039,0.25092945,0.1302785724401474,cell_10545,Haematoendothelial progenitors,-1.1687075,11.413601
493,Myo1b,0.0,0.0112769045,0.06846245,0.009909907,0.1369249,0.62406456,0.24244191,0.1302785724401474,cell_10560,Blood progenitors 2,2.759775,14.812402
494,Myo1b,0.050361037,0.14528584,0.09471016,0.14362088,0.12162097,0.6537343,0.24952656,0.1302785724401474,cell_10579,Haematoendothelial progenitors,-0.36564636,13.419527
495,Myo1b,0.031457257,0.063462436,0.086453125,0.06574686,0.13008618,0.6387861,0.24464248,0.1302785724401474,cell_10597,Blood progenitors 1,2.549704,14.308674
496,Myo1b,0.0059700115,0.17532068,0.06553673,0.15494934,0.122968316,0.6423571,0.25426304,0.1302785724401474,cell_10605,Blood progenitors 1,0.947386,13.51208
497,Myo1b,0.06567068,0.2611345,0.09917466,0.24883342,0.110658534,0.6646887,0.26137,0.1302785724401474,cell_10608,Haematoendothelial progenitors,-1.4452138,10.98264
498,Myo1b,0.003192769,0.060126726,0.06873327,0.05377913,0.13309444,0.6306268,0.2446273,0.1302785724401474,cell_10611,Blood progenitors 2,2.6086683,15.060672
499,Myo1b,0.01746023,0.0618927,0.07757195,0.059872974,0.1313205,0.6355624,0.24456058,0.1302785724401474,cell_10629,Blood progenitors 2,2.1261055,14.830975
500,Myo1b,0.009024146,0.08223721,0.07159529,0.07499733,0.13087076,0.6347939,0.2457309,0.1302785724401474,cell_10656,Blood progenitors 2,1.583021,14.223431
501,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_10669,Blood progenitors 2,2.5672433,14.979858
502,Myo1b,0.006115599,0.069944814,0.07019006,0.06330734,0.13201846,0.6327342,0.24511465,0.1302785724401474,cell_10688,Blood progenitors 2,2.7981076,15.317292
503,Myo1b,0.0,0.038315594,0.0675169,0.03364911,0.1350338,0.62720925,0.24358144,0.1302785724401474,cell_10697,Blood progenitors 2,2.4560182,14.869971
504,Myo1b,0.010149346,0.080107674,0.07236979,0.07349101,0.13088493,0.6349218,0.24563666,0.1302785724401474,cell_10701,Blood progenitors 2,3.7886407,14.917295
505,Myo1b,0.0625861,0.108450204,0.10402626,0.11545633,0.12368561,0.65198666,0.24705403,0.1302785724401474,cell_10709,Blood progenitors 1,0.43792567,12.806928
506,Myo1b,0.004066989,0.008313227,0.07110718,0.0085775815,0.13662285,0.6251487,0.24223629,0.1302785724401474,cell_10712,Erythroid1,6.5027676,13.93846
507,Myo1b,0.09204534,0.17202345,0.11884509,0.1811966,0.1151333,0.6685162,0.25105584,0.1302785724401474,cell_10724,Haematoendothelial progenitors,-1.1263041,11.956269
508,Myo1b,0.06001006,0.23064165,0.097056516,0.22074889,0.113789275,0.66149515,0.25789747,0.1302785724401474,cell_10735,Haematoendothelial progenitors,-1.8356124,9.650042
509,Myo1b,0.010175427,0.07949978,0.07241122,0.072967894,0.1309318,0.63488436,0.24558553,0.1302785724401474,cell_10737,Blood progenitors 2,3.4305918,15.300066
510,Myo1b,0.007184628,0.03216376,0.072279386,0.030511143,0.13470687,0.62875247,0.24321125,0.1302785724401474,cell_10738,Blood progenitors 2,6.0658007,14.249398
511,Myo1b,0.063585594,0.14917436,0.102615625,0.15148275,0.11990698,0.6581195,0.24957477,0.1302785724401474,cell_10748,Haematoendothelial progenitors,0.03954646,12.961015
512,Myo1b,0.062358614,0.21579127,0.099100076,0.20881961,0.11476068,0.6619416,0.25590035,0.1302785724401474,cell_10757,Haematoendothelial progenitors,-1.1893611,12.842125
513,Myo1b,0.008819605,0.03456274,0.07318997,0.03313486,0.13429427,0.62968147,0.24330553,0.1302785724401474,cell_10763,Blood progenitors 2,3.913776,15.488161
514,Myo1b,0.012542461,0.12488821,0.07204447,0.113357216,0.12703091,0.63997716,0.24893372,0.1302785724401474,cell_10765,Blood progenitors 1,0.60076416,13.399143
515,Myo1b,0.0063446783,0.049590316,0.07105578,0.04553978,0.13342379,0.63069934,0.24405268,0.1302785724401474,cell_10770,Blood progenitors 2,3.7580512,15.368489
516,Myo1b,0.0087828,0.059758965,0.072298065,0.0552285,0.13258277,0.6321723,0.24453525,0.1302785724401474,cell_10813,Blood progenitors 2,2.1430998,15.262032
517,Myo1b,0.0,0.042113993,0.067381084,0.036981445,0.13476217,0.6276355,0.2437455,0.1302785724401474,cell_10818,Blood progenitors 2,2.9515395,15.050567
518,Myo1b,0.029622763,0.09178029,0.0840269,0.090004876,0.12784061,0.64248985,0.24605674,0.1302785724401474,cell_10825,Blood progenitors 1,-0.05304225,12.4370575
519,Myo1b,0.063020095,0.18210886,0.10091316,0.17992866,0.11740399,0.66039044,0.2524769,0.1302785724401474,cell_10829,Haematoendothelial progenitors,-0.7921869,12.122175
520,Myo1b,0.0073184017,0.057405263,0.07141181,0.052700438,0.13280985,0.6316993,0.24444944,0.1302785724401474,cell_10842,Blood progenitors 2,4.4695215,14.540753
521,Myo1b,0.01146511,0.14636883,0.0705574,0.13168067,0.12553237,0.64088255,0.2509013,0.1302785724401474,cell_10853,Blood progenitors 1,1.0449163,13.65623
522,Myo1b,0.0,0.13887823,0.063203506,0.12150118,0.12640701,0.6395399,0.25024867,0.1302785724401474,cell_10856,Blood progenitors 1,0.28721777,13.491332
523,Myo1b,0.06594756,0.27555913,0.09884697,0.2612502,0.10965341,0.6649918,0.26300153,0.1302785724401474,cell_10858,Haematoendothelial progenitors,-1.7290014,13.396851
524,Myo1b,0.0023680502,0.07120398,0.06780655,0.06322204,0.1323727,0.63161814,0.24520496,0.1302785724401474,cell_10863,Blood progenitors 2,1.7659286,14.7458315
525,Myo1b,0.0,0.02957244,0.067837745,0.02597605,0.13567549,0.6261464,0.24322583,0.1302785724401474,cell_10875,Blood progenitors 2,3.6528852,14.950561
526,Myo1b,0.009517177,0.054663084,0.07291829,0.050994072,0.13281687,0.6319781,0.24427223,0.1302785724401474,cell_10887,Blood progenitors 2,4.125817,14.847362
527,Myo1b,0.0072619664,0.012787273,0.072977744,0.013512863,0.1359821,0.62662786,0.24237932,0.1302785724401474,cell_10888,Blood progenitors 2,4.6589947,15.263503
528,Myo1b,0.0,0.011294191,0.06846158,0.009925092,0.13692316,0.6240675,0.24244301,0.1302785724401474,cell_10890,Erythroid1,6.2214193,13.453355
529,Myo1b,0.03431424,0.21703741,0.08187871,0.20023398,0.11748653,0.65155476,0.25785634,0.1302785724401474,cell_10907,Haematoendothelial progenitors,-1.0290282,13.527212
530,Myo1b,0.008962313,0.016698921,0.07389533,0.017486766,0.13549171,0.6277049,0.24253039,0.1302785724401474,cell_10914,Blood progenitors 2,3.890874,15.411534
531,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_10916,Erythroid1,6.187019,13.747491
532,Myo1b,0.0,0.012081039,0.06843558,0.010616351,0.13687116,0.62415534,0.2424772,0.1302785724401474,cell_10920,Erythroid1,7.5188537,13.602181
533,Myo1b,0.007184628,0.014068946,0.07289636,0.014614807,0.13592604,0.6266932,0.24243718,0.1302785724401474,cell_10934,Erythroid1,6.2000947,13.546618
534,Myo1b,0.003490581,0.007036185,0.070801176,0.0072744815,0.1368019,0.6247405,0.24219291,0.1302785724401474,cell_10936,Blood progenitors 2,5.458965,14.732846
535,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_10939,Blood progenitors 2,5.4375134,13.751468
536,Myo1b,0.0,0.008567154,0.068552,0.0075291395,0.137104,0.6237618,0.24232425,0.1302785724401474,cell_10945,Blood progenitors 2,5.931964,14.559671
537,Myo1b,0.007939634,0.048250422,0.07214953,0.044869304,0.1334285,0.63085014,0.24395555,0.1302785724401474,cell_10965,Blood progenitors 2,2.8537333,15.2971735
538,Myo1b,0.0,0.013103619,0.06840064,0.011514654,0.13680127,0.62427354,0.2425231,0.1302785724401474,cell_10981,Blood progenitors 2,4.504945,15.505249
539,Myo1b,0.050775282,0.21259823,0.09213463,0.20206662,0.11612393,0.6579033,0.25620377,0.1302785724401474,cell_10989,Haematoendothelial progenitors,-4.15311,8.526866
540,Myo1b,0.046540093,0.11493153,0.093479514,0.11584397,0.1241403,0.6502232,0.24742195,0.1302785724401474,cell_10990,Haematoendothelial progenitors,-1.7678802,11.15071
541,Myo1b,0.0,0.0,0.06883845,0.0,0.1376769,0.622794,0.24194846,0.1302785724401474,cell_10995,Erythroid1,7.0802107,14.092828
542,Myo1b,0.057290442,0.12224767,0.09991337,0.12582093,0.122683086,0.6534636,0.24778135,0.1302785724401474,cell_11001,Haematoendothelial progenitors,-1.1304866,11.589299
543,Myo1b,0.0,0.025996398,0.067967825,0.022836857,0.13593565,0.62572795,0.24307542,0.1302785724401474,cell_11002,Blood progenitors 2,6.2157235,14.68842
544,Myo1b,0.101731926,0.30763853,0.118816495,0.30147475,0.10328875,0.67942894,0.26474953,0.1302785724401474,cell_11010,Haematoendothelial progenitors,-1.4156561,12.177459
545,Myo1b,0.010069367,0.04653599,0.07357533,0.044040456,0.13336793,0.63122046,0.24383414,0.1302785724401474,cell_11014,Blood progenitors 2,3.9249973,14.875035
546,Myo1b,0.0150581915,0.055175304,0.07632148,0.05321205,0.13207479,0.6340876,0.24421655,0.1302785724401474,cell_11021,Blood progenitors 2,3.9706306,14.737511
547,Myo1b,0.0070126234,0.06322855,0.07101359,0.05770872,0.13243572,0.6322578,0.24472235,0.1302785724401474,cell_11028,Blood progenitors 2,2.00597,14.70791
548,Myo1b,0.0,0.04825467,0.06714467,0.04236667,0.13428934,0.62838066,0.24403863,0.1302785724401474,cell_11030,Blood progenitors 2,6.3817916,14.66303
549,Myo1b,0.018766562,0.15337431,0.07484342,0.14013824,0.12423355,0.6436889,0.25135875,0.1302785724401474,cell_11032,Blood progenitors 1,1.1535095,14.049655
550,Myo1b,0.0078077707,0.08721995,0.07066686,0.07896633,0.1306741,0.6347419,0.24608096,0.1302785724401474,cell_11033,Blood progenitors 1,1.1626984,13.943887
551,Myo1b,0.0,0.04364156,0.067313924,0.038321275,0.13462785,0.6278654,0.24381733,0.1302785724401474,cell_11047,Blood progenitors 2,2.7168844,15.034392
552,Myo1b,0.0024246387,0.0063459254,0.0701403,0.0063344482,0.13694522,0.6243828,0.2421801,0.1302785724401474,cell_11055,Blood progenitors 2,4.9236817,15.281416
553,Myo1b,0.0077684643,0.027141724,0.07279964,0.02628524,0.1349447,0.6284852,0.24299608,0.1302785724401474,cell_11069,Blood progenitors 2,4.753215,15.4176
554,Myo1b,0.04277131,0.12782477,0.0906476,0.12586461,0.12357172,0.65041584,0.24830438,0.1302785724401474,cell_11074,Blood progenitors 1,0.2599547,13.094158
555,Myo1b,0.0073184017,0.0,0.07343215,0.0022878847,0.13680327,0.62524164,0.24183483,0.1302785724401474,cell_11075,Blood progenitors 2,3.446433,15.04641
556,Myo1b,0.0,0.01936888,0.06818766,0.017017523,0.13637532,0.6250025,0.24279739,0.1302785724401474,cell_11082,Blood progenitors 2,5.253987,14.482358
557,Myo1b,0.0,0.033759438,0.06767931,0.029650927,0.13535862,0.6266747,0.24339929,0.1302785724401474,cell_11088,Blood progenitors 2,2.3881972,14.785343
558,Myo1b,0.0151159875,0.109985314,0.07426438,0.10119896,0.12796311,0.63947743,0.24766077,0.1302785724401474,cell_11089,Blood progenitors 1,1.2795972,14.006276
559,Myo1b,0.009986994,0.05064135,0.07334818,0.047615904,0.1330315,0.63173515,0.24406992,0.1302785724401474,cell_11093,Blood progenitors 2,4.0517383,15.377811
560,Myo1b,0.01335173,0.07731476,0.07443163,0.07207222,0.1306504,0.63591826,0.24543409,0.1302785724401474,cell_11096,Blood progenitors 2,3.2921112,15.4713125
561,Myo1b,0.0058616647,0.07599402,0.06982186,0.068525985,0.13163269,0.6333173,0.24539262,0.1302785724401474,cell_11102,Blood progenitors 2,3.3944957,15.174764
562,Myo1b,0.008698349,0.00978705,0.07395697,0.011328172,0.13597009,0.62688476,0.24222003,0.1302785724401474,cell_11106,Blood progenitors 2,4.570994,15.100374
563,Myo1b,0.007421983,0.0,0.07349827,0.0023203697,0.13679332,0.6252695,0.24183355,0.1302785724401474,cell_11108,Erythroid1,7.4435625,13.322023
564,Myo1b,0.0,0.007966076,0.068572275,0.0070009953,0.13714455,0.6236932,0.24229765,0.1302785724401474,cell_11113,Blood progenitors 2,4.8471127,15.331882
565,Myo1b,0.023867695,0.09661448,0.08027699,0.09236392,0.12812145,0.6411536,0.24638112,0.1302785724401474,cell_11115,Blood progenitors 2,3.2671762,15.477414
566,Myo1b,0.011256134,0.050547253,0.07414909,0.04793642,0.13290092,0.6321021,0.24406253,0.1302785724401474,cell_11121,Blood progenitors 2,3.4419053,15.217727
567,Myo1b,0.04245915,0.15833902,0.08925603,0.15233535,0.121304356,0.65264136,0.2508413,0.1302785724401474,cell_11129,Haematoendothelial progenitors,-0.64010745,12.4526205
568,Myo1b,0.010235809,0.067478746,0.07288222,0.062458448,0.13177933,0.6337066,0.24492301,0.1302785724401474,cell_11132,Blood progenitors 2,2.6795218,15.284939
569,Myo1b,0.020127233,0.04551035,0.0799287,0.046347253,0.13236731,0.6341842,0.24369338,0.1302785724401474,cell_11140,Blood progenitors 2,3.6458783,15.059303
570,Myo1b,0.029330377,0.052820906,0.08566369,0.055705827,0.13133,0.63631564,0.24409914,0.1302785724401474,cell_11147,Blood progenitors 2,1.9299264,14.291124
571,Myo1b,0.00887685,0.032654423,0.07329682,0.03147787,0.13442817,0.62952846,0.24319328,0.1302785724401474,cell_11152,Blood progenitors 2,4.080428,14.65252
572,Myo1b,0.0055993474,0.020180121,0.07166876,0.019486167,0.13564953,0.62698495,0.24274457,0.1302785724401474,cell_11160,Blood progenitors 2,3.7763882,15.230529
573,Myo1b,0.0,0.012557635,0.06841919,0.01103503,0.13683838,0.62421083,0.24249871,0.1302785724401474,cell_11163,Blood progenitors 2,5.0198584,15.051579
574,Myo1b,0.05503726,0.29270282,0.0915822,0.2719739,0.109471135,0.66102946,0.26593214,0.1302785724401474,cell_11174,Haematoendothelial progenitors,-1.4993801,13.51817
575,Myo1b,0.007396457,0.09250008,0.07014308,0.08344852,0.13019238,0.63532287,0.24651074,0.1302785724401474,cell_11184,Blood progenitors 2,2.1234975,14.728096
576,Myo1b,0.046882316,0.1740903,0.09138781,0.16749217,0.119710244,0.65481544,0.25214222,0.1302785724401474,cell_11187,Haematoendothelial progenitors,-0.30327594,12.883238
577,Myo1b,0.022143666,0.10353335,0.07891017,0.09784625,0.12773117,0.64118403,0.24699649,0.1302785724401474,cell_11202,Blood progenitors 1,0.9041652,13.366662
578,Myo1b,0.0,0.04265709,0.06736353,0.037457943,0.13472706,0.6276949,0.24376458,0.1302785724401474,cell_11215,Blood progenitors 2,2.7784314,15.3045
579,Myo1b,0.016127508,0.09848771,0.07537245,0.09148616,0.12879038,0.63869095,0.2467678,0.1302785724401474,cell_11216,Blood progenitors 1,0.24914218,13.564199
